Avaliação;Rede;Ano Escolar;Componente Curricular;Município;Escola;Código da Turma;Turma;Previstos;Avaliados;Avaliados (%);Proficiência Média;Defasagem;Aprendizado intermediário;Aprendizado adequado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%);H 10 (%);H 11 (%);H 12 (%);H 13 (%)
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21912411500000623;31;22;20;91;58;12%;47%;41%;94;100;97;94;76;85;53;21;50;41;82;76;44
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21912411500000624;32;23;21;91;41;45%;30%;25%;78;90;78;75;65;48;67;33;58;42;53;74;40
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21912411500000625;33;22;15;68;0;100%;0%;0%;19;65;42;85;23;29;31;4;14;0;31;23;19
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21912411500000653;31;20;20;100;55;21%;37%;42%;92;82;79;95;76;76;79;50;47;37;76;68;34
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21912411500000654;32;23;23;100;62;19%;24%;57%;62;88;86;90;69;79;75;38;69;52;79;76;64
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21912411500000655;33;22;21;95;69;5%;40%;55%;85;75;88;100;90;88;63;73;45;42;88;80;65
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LEOCADIA FELIZARDO PRESTES; 21912411500000675;31;21;19;90;40;50%;28%;22%;58;61;58;82;71;62;76;47;42;50;69;50;47
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LEOCADIA FELIZARDO PRESTES; 21912411500000676;32;21;19;90;36;53%;18%;29%;65;76;74;65;62;59;47;29;26;41;56;35;53
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LEOCADIA FELIZARDO PRESTES; 21912411500000677;33;21;16;76;10;88%;6%;6%;34;32;30;53;31;50;53;17;27;25;44;36;44
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21912411500000697;31;27;17;63;76;12%;18%;71%;100;79;88;71;81;81;88;74;41;88;76;81;91
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21912411500000698;32;28;16;57;33;47%;40%;13%;73;77;83;73;47;43;40;33;47;13;70;33;67
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21912411500000699;33;24;14;58;27;57%;29%;14%;86;61;50;86;39;39;43;31;32;29;50;77;36
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21912411500000700;34;26;20;77;59;30%;15%;55%;85;87;73;100;70;53;89;58;55;53;79;95;70
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21912411500000701;35;30;20;67;30;55%;30%;15%;65;69;68;68;42;58;89;40;30;25;59;53;48
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MARIO QUINTANA; 21912411500000729;31;24;21;88;41;45%;30%;25%;75;73;68;85;78;60;74;45;55;35;70;58;40
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MARIO QUINTANA; 21912411500000730;32;25;22;88;42;41%;32%;27%;82;70;75;81;70;73;48;36;39;55;64;73;45
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MIGRANTES; 21912411500000746;31;18;13;72;55;23%;38%;38%;73;69;69;77;85;77;100;46;73;8;81;85;58
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21912411500000761;31;26;23;88;81;9%;13%;78%;91;91;96;100;83;83;91;70;59;52;85;78;80
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21912411500000762;32;26;22;85;87;5%;16%;79%;89;100;95;100;89;89;95;63;82;79;97;89;66
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21912411500000763;33;25;22;88;50;20%;50%;30%;70;85;90;100;63;80;50;35;68;40;63;75;53
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21912411500000764;34;27;24;89;79;9%;13%;78%;87;96;89;100;98;89;83;61;61;48;80;78;70
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21912411500000796;31;27;22;81;68;18%;9%;73%;93;86;84;82;80;82;82;70;48;50;50;86;80
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21912411500000797;32;23;17;74;27;47%;41%;12%;68;63;71;88;53;59;33;29;41;25;47;60;32
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21912411500000798;33;27;21;78;65;24%;24%;52%;79;88;83;95;64;67;70;65;81;38;71;81;74
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21912411500000799;34;26;18;69;46;44%;19%;38%;84;78;66;88;80;90;80;22;50;53;47;79;63
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NEUSA GOULART BRIZOLA; 21912411500000825;31;23;20;87;91;6%;0%;94%;94;97;97;94;91;84;100;75;94;93;91;100;59
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NEUSA GOULART BRIZOLA; 21912411500000826;32;21;18;86;76;13%;19%;69%;88;97;94;100;94;81;75;53;72;44;88;94;63
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NOSSA SENHORA DE FATIMA; 21912411500000845;31;25;23;92;39;45%;27%;27%;73;73;66;77;66;61;82;41;39;45;43;68;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NOSSA SENHORA DE FATIMA; 21912411500000846;32;27;24;89;50;30%;35%;35%;91;78;74;86;63;75;71;41;54;35;76;84;33
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NOSSA SENHORA DE FATIMA; 21912411500000847;33;27;21;78;39;40%;50%;10%;65;55;63;94;78;66;94;58;58;32;53;56;53
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NOSSA SENHORA DO CARMO; 21912411500000869;31;27;23;85;73;5%;27%;68%;89;93;89;100;84;80;86;52;57;59;84;77;66
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NOSSA SENHORA DO CARMO; 21912411500000870;32;31;27;87;31;56%;33%;11%;67;81;73;73;59;50;43;34;50;45;50;62;43
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF NOSSA SENHORA DO CARMO; 21912411500000871;33;25;20;80;42;39%;28%;33%;72;75;76;81;61;62;67;33;64;18;67;59;53
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PEPITA DE LEAO; 21912411500000896;31;21;15;71;91;7%;7%;86%;93;93;96;86;86;93;93;82;89;71;96;71;93
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PEPITA DE LEAO; 21912411500000897;32;23;20;87;58;22%;39%;39%;78;86;81;89;67;61;89;69;50;28;75;94;33
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PEPITA DE LEAO; 21912411500000898;33;21;16;76;74;0%;21%;79%;89;50;89;100;86;86;86;75;93;21;54;93;93
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PORTO NOVO; 21912411500000916;31;23;21;91;46;30%;40%;30%;88;75;85;89;73;55;80;33;45;35;58;85;60
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PORTO NOVO; 21912411500000917;32;22;22;100;45;35%;30%;35%;58;82;71;94;71;86;69;59;41;29;72;76;59
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PRES JOAO BELCHIOR MARQUES GOULART; 21912411500000937;31;22;21;95;48;30%;35%;35%;63;70;80;80;75;75;84;50;45;33;70;60;58
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PRES JOAO BELCHIOR MARQUES GOULART; 21912411500000938;32;20;16;80;46;44%;19%;38%;84;81;84;56;53;50;63;44;47;63;69;56;44
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PRES JOAO BELCHIOR MARQUES GOULART; 21912411500000939;33;17;12;71;53;27%;45%;27%;73;77;95;100;77;45;36;50;55;60;75;78;75
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PRES JOAO BELCHIOR MARQUES GOULART; 21912411500000940;34;15;15;100;50;29%;43%;29%;75;86;68;100;82;57;92;54;50;29;54;79;64
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PRESIDENTE VARGAS; 21912411500000958;31;26;19;73;55;19%;38%;44%;63;84;91;93;78;78;93;19;75;25;78;75;47
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PRESIDENTE VARGAS; 21912411500000959;32;24;21;88;47;35%;40%;25%;58;68;78;84;70;84;79;45;50;15;60;90;63
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF ANA IRIS DO AMARAL; 21912411500000977;31;24;22;92;78;9%;23%;68%;91;89;84;100;84;80;86;64;75;68;84;86;77
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF ANA IRIS DO AMARAL; 21912411500000978;32;23;23;100;65;19%;14%;67%;83;88;86;81;79;81;90;43;52;33;76;90;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21912411500000999;31;22;20;91;51;35%;29%;35%;85;79;85;77;63;66;69;59;63;38;69;76;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21912411500001000;32;26;25;96;56;24%;28%;48%;74;82;81;88;70;74;79;40;56;35;74;72;56
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21912411500001001;33;24;19;79;58;21%;37%;42%;66;92;89;94;76;82;89;39;44;42;79;78;61
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF GILBERTO JORGE GONCALVES DA SILVA; 21912411500001028;31;21;21;100;69;22%;11%;67%;69;83;81;89;86;79;82;42;72;71;75;83;69
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF JUDITH MACEDO DE ARAUJO; 21912411500001042;31;29;24;83;31;61%;17%;22%;54;76;67;65;64;50;57;46;39;43;52;41;43
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF JUDITH MACEDO DE ARAUJO; 21912411500001043;32;28;26;93;39;46%;35%;19%;67;79;69;65;60;60;88;29;44;35;65;69;37
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF JUDITH MACEDO DE ARAUJO; 21912411500001044;33;29;21;72;61;25%;15%;60%;73;85;95;95;70;85;84;45;75;26;80;80;35
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21912411500001070;31;28;21;75;32;38%;52%;10%;64;40;40;95;79;62;33;55;62;35;64;74;55
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21912411500001071;32;27;21;78;59;24%;29%;48%;64;76;81;95;74;67;76;52;52;52;76;95;64
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21912411500001072;33;28;27;96;37;44%;33%;22%;57;72;77;85;73;61;52;35;56;37;50;60;46
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21912411500001073;34;28;19;68;34;44%;39%;17%;81;64;83;94;58;59;47;35;36;35;42;59;36
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF RINCAO; 21912411500001097;31;25;21;84;70;11%;33%;56%;72;83;81;100;94;89;83;39;81;35;81;72;58
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF RINCAO; 21912411500001098;32;25;23;92;50;21%;58%;21%;45;74;79;84;74;76;79;47;45;53;84;84;39
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAINT HILAIRE; 21912411500001118;31;24;24;100;36;52%;17%;30%;52;52;60;81;67;57;75;57;58;15;67;70;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAINT HILAIRE; 21912411500001119;32;23;17;74;41;44%;31%;25%;69;75;56;75;72;78;44;56;41;40;59;63;28
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAINT HILAIRE; 21912411500001120;33;26;23;88;54;23%;32%;45%;77;83;89;95;77;68;64;50;52;32;66;64;68
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAINT HILAIRE; 21912411500001121;34;21;18;86;45;41%;29%;29%;71;74;59;82;68;74;50;50;59;29;76;65;53
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAO PEDRO; 21912411500001153;31;26;20;77;76;16%;16%;68%;71;92;89;95;82;89;79;75;76;32;84;95;76
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAO PEDRO; 21912411500001154;32;27;21;78;27;60%;20%;20%;58;48;55;94;50;58;60;43;33;35;55;42;40
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAO PEDRO; 21912411500001155;33;28;22;79;51;35%;15%;50%;63;95;83;83;79;61;89;43;50;22;70;70;53
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SAO PEDRO; 21912411500001156;34;28;22;79;69;19%;19%;62%;93;73;43;95;75;83;90;90;79;5;86;68;83
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SEN ALBERTO PASQUALINI; 21912411500001189;31;25;20;80;59;25%;19%;56%;88;84;78;81;63;78;81;47;69;31;78;69;56
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SEN ALBERTO PASQUALINI; 21912411500001190;32;22;20;91;58;32%;21%;47%;76;92;92;95;63;74;68;47;55;32;76;79;63
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SEN ALBERTO PASQUALINI; 21912411500001191;33;25;19;76;38;39%;39%;22%;58;83;75;72;47;50;71;42;44;39;61;44;56
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF SEN ALBERTO PASQUALINI; 21912411500001192;34;28;25;89;44;44%;16%;40%;73;71;71;78;76;60;68;46;55;26;73;74;52
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF TIMBAUVA; 21912411500001223;31;23;22;96;52;29%;24%;48%;71;81;76;90;76;71;71;62;45;15;67;62;57
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF TIMBAUVA; 21912411500001224;32;23;22;96;95;0%;5%;95%;95;93;100;100;95;100;91;86;95;76;91;95;84
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF TIMBAUVA; 21912411500001225;33;22;21;95;34;52%;19%;29%;64;76;64;86;62;55;52;43;43;19;57;52;33
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21912411500001252;31;24;20;83;68;11%;39%;50%;78;78;83;100;78;72;89;64;64;61;81;78;75
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21912411500001253;32;23;22;96;63;20%;25%;55%;95;80;85;85;75;73;75;53;68;40;78;85;53
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21912411500001254;33;24;24;100;71;18%;18%;64%;91;91;93;91;80;70;62;70;66;36;82;77;70
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21912411500001282;31;23;19;83;10;78%;22%;0%;50;25;19;59;42;53;44;19;50;11;53;56;39
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21912411500001283;32;26;20;77;34;37%;53%;11%;68;74;76;89;66;50;37;39;53;11;50;61;42
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21912411500001284;33;27;21;78;35;50%;25%;25%;80;60;55;89;53;73;50;48;60;40;48;74;38
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21912411500001285;34;24;18;75;21;67%;20%;13%;64;61;71;50;37;57;36;32;36;23;46;36;36
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21912411500001286;35;25;20;80;29;58%;32%;11%;74;78;67;95;58;56;17;37;44;22;53;44;47
