Avaliação;Rede;Ano Escolar;Componente Curricular;Estado;Regional;Município;Escola;Código da Turma;Turma;Previstos;Avaliados;Avaliados (%);Proficiência Média;Defasagem;Aprendizado intermediário;Aprendizado adequado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%)
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHAPEU DO SOL; 21192411500001313;24;24;19;79;75;16%;21%;63%;68;86;84;79;77;55;55;68;79
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF TIMBAUVA; 21192411500001347;21;20;17;85;65;24%;29%;47%;58;80;57;49;55;91;88;85;82
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF TIMBAUVA; 21192411500001348;22;21;17;81;67;29%;12%;59%;85;86;51;41;86;79;76;75;70
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF TIMBAUVA; 21192411500001349;23;19;13;68;88;8%;8%;85%;81;100;56;49;90;75;96;92;92
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;6002 EEF ALDEIA LUMIAR; 21192411500001374;21 - F1A;7;6;86;63;33%;17%;50%;83;61;72;78;67;50;58;75;67
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;6002 EEF ALDEIA LUMIAR; 21192411500001375;21 - F1B;6;5;83;62;40%;20%;40%;70;53;87;80;60;60;40;70;70
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;6002 EEF ALDEIA LUMIAR; 21192411500001376;21 - F1C;9;6;67;70;0%;50%;50%;42;89;50;89;67;67;58;92;83
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NOSSA SENHORA DO CARMO; 21192411500001394;21;24;21;88;99;0%;0%;100%;88;100;97;94;83;95;98;98;98
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NOSSA SENHORA DO CARMO; 21192411500001395;22;23;23;100;70;17%;30%;52%;80;90;74;72;64;67;61;64;76
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NOSSA SENHORA DO CARMO; 21192411500001396;23;22;17;77;67;6%;47%;47%;44;67;76;76;75;65;62;44;76
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR); 21192411500001421;21;25;22;88;95;0%;9%;91%;80;86;91;97;86;77;73;82;98
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF RINCAO; 21192411500001426;21;23;20;87;83;10%;10%;80%;83;77;88;77;78;73;70;78;95
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF RINCAO; 21192411500001427;22;25;24;96;78;13%;21%;67%;77;92;79;78;74;52;71;65;92
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21192411500001446;21;25;18;72;68;22%;28%;50%;62;76;72;74;72;69;65;74;75
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21192411500001447;22;25;21;84;57;38%;19%;43%;38;65;71;57;73;52;52;57;81
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21192411500001448;23;24;24;100;76;13%;17%;71%;79;83;76;79;69;56;69;71;81
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORADAS DA HIPICA; 21192411500001449;24;25;16;64;86;0%;13%;88%;78;88;75;81;71;75;81;81;88
