Avaliação;Rede;Ano Escolar;Componente Curricular;Estado;Regional;Município;Escola;Código da Turma;Turma;Previstos;Avaliados;Avaliados (%);Proficiência Média;Defasagem;Aprendizado intermediário;Aprendizado adequado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%);H 10 (%)
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21192411500000688;52;26;22;85;67;5%;50%;45%;62;64;80;66;57;59;55;73;41;43
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21192411500000689;53;24;21;88;61;24%;29%;48%;57;83;60;64;52;62;38;68;48;48
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000718;51;30;24;80;55;33%;21%;46%;49;67;63;60;40;48;48;56;38;46
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000719;52;30;19;63;27;68%;16%;16%;32;37;50;50;32;32;29;46;19;26
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000720;53;29;20;69;25;70%;20%;10%;35;43;37;37;29;35;40;38;30;23
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000721;54;27;18;67;53;33%;33%;33%;65;58;69;53;47;56;36;67;44;33
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000752;51;30;25;83;61;24%;32%;44%;59;66;80;60;44;48;44;73;42;48
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000753;52;28;19;68;60;16%;32%;53%;54;71;76;68;50;61;34;67;32;47
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000754;53;21;17;81;26;65%;18%;18%;25;29;68;35;41;24;32;37;47;26
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000755;54;28;26;93;53;27%;35%;38%;53;62;67;44;52;40;54;69;48;42
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANA IRIS DO AMARAL; 21192411500000778;51;21;20;95;83;10%;15%;75%;67;85;85;75;78;57;55;82;70;60
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANA IRIS DO AMARAL; 21192411500000779;52;22;20;91;82;15%;5%;80%;68;85;80;78;73;70;68;80;78;63
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21192411500000801;51;28;26;93;79;8%;12%;81%;63;81;94;83;62;67;52;74;58;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21192411500000802;52;26;22;85;76;9%;23%;68%;62;82;80;68;57;77;50;80;43;41
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21192411500000803;53;19;16;84;65;19%;25%;56%;54;78;69;69;50;56;59;67;47;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000829;51;27;20;74;62;20%;25%;55%;53;65;68;65;53;50;45;63;50;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000830;52;26;17;65;70;18%;24%;59%;59;65;76;76;59;65;50;75;59;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000831;53;24;19;79;60;16%;37%;47%;49;71;79;53;61;50;53;67;39;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000832;54;24;21;88;77;14%;19%;67%;65;79;79;76;55;74;67;71;48;64
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000867;51;27;22;81;70;14%;23%;64%;70;68;70;66;55;52;64;70;59;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000868;52;29;25;86;75;12%;20%;68%;61;78;78;72;60;50;58;73;68;46
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000869;53;30;27;90;77;11%;15%;74%;58;80;83;76;65;72;50;80;50;35
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000870;54;27;23;85;44;48%;22%;30%;41;61;57;39;50;43;46;55;54;33
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF GABRIEL OBINO; 21192411500000897;51;30;23;77;62;22%;22%;57%;52;67;67;59;48;63;46;61;54;54
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF GABRIEL OBINO; 21192411500000898;52;16;12;75;69;17%;33%;50%;67;79;71;54;58;54;54;75;46;42
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF GABRIEL OBINO; 21192411500000899;53;14;13;93;33;54%;31%;15%;38;58;69;42;42;23;62;46;27;23
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000926;51;26;23;88;62;22%;35%;43%;46;74;70;57;63;48;46;67;63;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000927;52;28;23;82;65;13%;39%;48%;52;80;80;61;52;52;61;71;30;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000928;53;24;15;63;67;13%;40%;47%;62;87;83;63;50;63;47;71;47;43
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000929;54;21;19;90;40;58%;11%;32%;40;61;53;34;42;39;32;58;47;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000964;51;29;25;86;70;12%;32%;56%;59;78;82;58;62;64;52;67;48;54
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000965;52;26;24;92;60;25%;21%;54%;57;67;65;60;50;60;48;69;54;42
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000966;53;27;22;81;68;14%;36%;50%;64;80;77;66;55;55;52;71;39;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000967;54;25;19;76;64;32%;16%;53%;65;66;66;61;45;55;63;81;42;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21192411500000996;51;22;13;59;64;15%;23%;62%;56;65;85;77;62;54;38;59;38;46
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21192411500000997;52;15;6;40;43;33%;33%;33%;61;42;50;58;33;33;25;61;42;33
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21192411500000998;53ALFA;20;17;85;29;59%;24%;18%;41;24;50;50;26;32;21;51;38;38
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JEAN PIAGET; 21192411500001024;51;23;18;78;76;17%;11%;72%;59;83;86;72;58;61;44;81;58;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JEAN PIAGET; 21192411500001025;52;22;18;82;70;17%;28%;56%;72;69;78;78;47;64;36;85;44;64
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JEAN PIAGET; 21192411500001026;53;19;16;84;92;0%;0%;100%;75;75;94;91;81;63;75;90;56;63
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JEAN PIAGET; 21192411500001027;54;21;20;95;69;25%;15%;60%;57;80;73;65;45;63;50;70;53;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21192411500001054;51;28;26;93;77;8%;27%;65%;69;79;83;67;54;56;62;78;52;62
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21192411500001055;52;27;23;85;76;4%;30%;65%;65;80;83;83;54;65;57;74;57;46
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001083;51;27;20;74;90;5%;0%;95%;68;85;93;88;60;78;83;85;70;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001084;52;27;21;78;73;24%;14%;62%;56;79;69;67;60;64;62;75;57;48
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001085;53;27;22;81;89;0%;9%;91%;58;82;82;84;73;82;57;89;80;66
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001086;54;28;22;79;86;0%;23%;77%;80;86;75;80;66;68;80;89;66;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001087;55;26;18;69;67;6%;44%;50%;57;69;67;69;56;61;56;70;50;61
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CAMPOS DO CRISTAL; 21192411500001113;51;28;27;96;69;15%;30%;56%;58;78;76;65;57;61;52;72;52;39
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CAMPOS DO CRISTAL; 21192411500001114;52;24;20;83;80;5%;15%;80%;72;65;90;73;73;73;53;82;68;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21192411500001138;51ALFA;23;12;52;29;58%;33%;8%;47;50;63;38;38;38;38;47;25;25
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21192411500001139;52;30;24;80;37;42%;50%;8%;38;61;54;48;29;38;38;51;43;33
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21192411500001140;53;30;24;80;76;13%;17%;71%;65;83;83;83;60;58;52;76;52;52
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001170;51;22;16;73;83;0%;19%;81%;81;75;84;78;72;53;69;77;53;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001171;52;23;18;78;84;6%;11%;83%;61;78;89;81;56;67;67;81;56;64
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001172;53;20;14;70;62;29%;21%;50%;64;71;68;79;36;54;61;64;39;43
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001173;54;24;14;58;78;7%;14%;79%;64;93;89;71;50;71;61;76;57;36
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MIGRANTES; 21192411500001195;51;14;10;71;38;30%;60%;10%;40;60;60;55;45;20;50;40;35;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21192411500001216;51;28;20;71;44;35%;35%;30%;47;76;48;61;40;53;45;47;43;33
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21192411500001217;52;25;17;68;53;29%;29%;41%;45;65;62;50;38;44;44;65;65;47
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21192411500001218;53;31;27;87;37;44%;44%;11%;36;54;60;44;58;48;37;48;35;33
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MORRO DA CRUZ; 21192411500001219;54;27;22;81;35;45%;41%;14%;42;50;45;41;48;45;43;55;27;25
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NEUSA GOULART BRIZOLA; 21192411500001240;51;20;15;75;52;27%;33%;40%;55;60;68;50;43;43;43;79;27;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NEUSA GOULART BRIZOLA; 21192411500001241;52;20;15;75;53;33%;20%;47%;49;73;50;57;40;53;43;62;43;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHICO MENDES; 21192411500001266;51;27;22;81;50;27%;36%;36%;39;64;57;52;41;57;39;56;52;34
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHICO MENDES; 21192411500001267;52;29;21;72;52;29%;33%;38%;46;71;60;57;45;48;45;65;45;40
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHICO MENDES; 21192411500001268;53;26;20;77;61;15%;45%;40%;47;78;65;65;43;50;53;60;60;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHICO MENDES; 21192411500001269;54;24;16;67;67;19%;31%;50%;63;66;78;75;56;75;47;58;56;63
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MARIO QUINTANA; 21192411500001295;51;26;21;81;61;24%;29%;48%;52;74;76;62;60;45;52;65;36;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MARIO QUINTANA; 21192411500001296;52;24;23;96;59;26%;30%;43%;48;61;65;63;65;50;39;70;43;54
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHAPEU DO SOL; 21192411500001323;51;25;18;72;58;22%;39%;39%;44;67;56;68;47;61;64;76;28;47
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHAPEU DO SOL; 21192411500001324;52;25;19;76;52;37%;21%;42%;46;61;58;61;61;58;53;63;32;39
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHAPEU DO SOL; 21192411500001325;53;29;24;83;55;25%;33%;42%;52;65;68;57;40;69;50;64;44;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHAPEU DO SOL; 21192411500001326;54;26;18;69;38;56%;17%;28%;39;50;61;33;39;36;36;54;39;36
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CHAPEU DO SOL; 21192411500001327;55;28;22;79;41;45%;36%;18%;46;55;64;48;40;39;48;51;45;36
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF TIMBAUVA; 21192411500001356;51;24;18;75;61;28%;22%;50%;63;61;78;72;44;50;67;54;47;47
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF TIMBAUVA; 21192411500001357;52;23;18;78;52;22%;50%;28%;52;61;58;69;44;56;44;59;42;39
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF TIMBAUVA; 21192411500001358;53;24;16;67;38;38%;50%;13%;48;50;66;50;31;28;34;56;34;38
